Source,Target,Weight
B Complex Vitamins,Vitamin,6
B Complex Vitamins,Magnesium,9
B Complex Vitamins,Osteoporosis,6
B Complex Vitamins,Lactase,2
B Complex Vitamins,Coffee,1
B Complex Vitamins,Fetus,9
B Complex Vitamins,Uric Acid,1
B Complex Vitamins,Pregnancy,1
B Complex Vitamins,Shellfish,1
B Complex Vitamins,Quit Smoking,1
B Complex Vitamins,Dairy,2
B Complex Vitamins,Birth Control,1
B Complex Vitamins,Cortisone,1
B Complex Vitamins,Amino Acids,1
B Complex Vitamins,Smoking,1
B Complex Vitamins,Prenatal Vitamin,7
B Complex Vitamins,Hepatitis,9
B Complex Vitamins,Protein S Deficiency,1
B Complex Vitamins,Pregnancy Test,1
B Complex Vitamins,Omega-3,3
B Complex Vitamins,Biopsy,3
B Complex Vitamins,Flatulence,1
B Complex Vitamins,Cirrhosis,1
B Complex Vitamins,Gout,1
Muscle,Sore,1
Muscle,Hair Loss,1
Muscle,Pulse,2
Muscle,Swelling,2
Muscle,B12,2
Muscle,Milk,1
Muscle,Vagina,6
Muscle,Hip Pain,1
Muscle,Overactive Bladder,2
Muscle,Iron,3
Muscle,Exercise,12
Muscle,Shaving,1
Muscle,Herniated Disk,2
Muscle,Skin Cancer,1
Muscle,Food,1
Muscle,Irritable Bowel Syndrome,5
Muscle,Nausea,1
Muscle,Soy,1
Muscle,Meal,8
Muscle,Fracture,1
Muscle,Polycystic Ovarian Syndrome,1
Muscle,Protein,2
Muscle,Spasm,1
Muscle,Cramps,17
Muscle,Stretch Mark,5
Muscle,Shoulder,1
Muscle,Digestive System,2
Muscle,Lactose,1
Muscle,Vitamin D,1
Muscle,Dislocation,1
Muscle,Urinary Incontinence,8
Muscle,Diarrhea,1
Muscle,Supplement,1
Muscle,Weight Gain,3
Muscle,Hair,1
Muscle,Waist,2
Muscle,Hepatitis C,3
Muscle,Pelvis,6
Muscle,Hyperkalemia,8
Muscle,Carotid Artery,2
Muscle,Vitamin,1
Muscle,Magnesium,6
Muscle,Arm,1
Muscle,Osteoporosis,2
Muscle,Lactase,1
Muscle,Leg,8
Muscle,Restless Leg Syndrome,2
Muscle,Insulin,3
Muscle,Stomach,1
Muscle,Thigh,3
Muscle,Weight,12
Muscle,Bowel Movement,1
Muscle,Ammonia,1
Muscle,Dairy,2
Muscle,Bloating,1
Muscle,Prenatal Vitamin,1
Muscle,Hepatitis,3
Muscle,Fast Food,3
Muscle,Weakness,6
Muscle,Biopsy,3
Muscle,Flatulence,1
Muscle,Fatigue,1
Intestine,H. Pylori,1
Intestine,Radical Prostatectomy,1
Intestine,Lightheadedness,1
Intestine,Colon Cancer,1
Intestine,Irritable Bowel Syndrome,2
Intestine,Worm,15
Intestine,Heart Disease,1
Intestine,First Aid,3
Intestine,Congestive Heart Failure,1
Intestine,Tremor,1
Intestine,Dehydration,1
Intestine,Sexually Transmitted Disease,1
Intestine,Autism,1
Intestine,Diarrhea,1
Intestine,Infection,1
Intestine,Plastic Surgery,1
Intestine,Schizophrenia,1
Intestine,Asthma,3
Intestine,Parkinson's Disease,1
Intestine,Second Degree Burn,2
Intestine,Croup,3
Intestine,Paranoid Behavior,1
Intestine,Magnesium,1
Intestine,Yeast Infection,1
Intestine,Little Finger,1
Intestine,Scleroderma,1
Intestine,Stomach,1
Intestine,Bowel Movement,1
Intestine,methicillin resistant staphylococcus aureus,1
Intestine,Colitis,1
Intestine,Bloating,6
Intestine,Pregnancy Test,1
Intestine,Concussion,1
Intestine,Flatulence,1
Intestine,Cirrhosis,1
Intestine,Stent,1
Plantar Fasciitis,Migraine,2
Plantar Fasciitis,Vomit,1
Plantar Fasciitis,Chondromalacia Patella,1
Plantar Fasciitis,Tendon,1
Plantar Fasciitis,Intrauterine Insemination,1
Plantar Fasciitis,Sore Throat,2
Plantar Fasciitis,Oxycodone,6
Plantar Fasciitis,Steroid,1
Plantar Fasciitis,Hyperpigmentation,1
Plantar Fasciitis,Torticollis,5
Plantar Fasciitis,Over The Counter,1
Plantar Fasciitis,Ear Infection,1
Plantar Fasciitis,Ankle,6
Plantar Fasciitis,Lightheadedness,2
Plantar Fasciitis,Osteoarthritis,1
Plantar Fasciitis,Adult Acne,1
Plantar Fasciitis,Neck,11
Plantar Fasciitis,Tongue,2
Plantar Fasciitis,Torso,2
Plantar Fasciitis,Cold Sore,1
Plantar Fasciitis,Traveler's Diarrhea,1
Plantar Fasciitis,Thermometer,1
Plantar Fasciitis,Calf,1
Plantar Fasciitis,Chigger,1
Plantar Fasciitis,Foot,7
Plantar Fasciitis,Tryptophan,2
Plantar Fasciitis,Skin Tag,1
Plantar Fasciitis,Fibromyalgia,6
Plantar Fasciitis,Back Pain,6
Plantar Fasciitis,Insect Bite,1
Plantar Fasciitis,Fracture,3
Plantar Fasciitis,Pinched Nerve,1
Plantar Fasciitis,Numbness,2
Plantar Fasciitis,Fertility,1
Plantar Fasciitis,Cancer,1
Plantar Fasciitis,Spasm,6
Plantar Fasciitis,Dry Mouth,2
Plantar Fasciitis,Fuzziness,2
Plantar Fasciitis,Insomnia,2
Plantar Fasciitis,Shoulder,4
Plantar Fasciitis,Rhinoplasty,2
Plantar Fasciitis,Sprain,1
Plantar Fasciitis,Cherry Angioma,1
Plantar Fasciitis,Dislocation,4
Plantar Fasciitis,Travel,1
Plantar Fasciitis,Diarrhea,1
Plantar Fasciitis,Pain,11
Plantar Fasciitis,Infection,1
Plantar Fasciitis,Knee,1
Plantar Fasciitis,Forearm,6
Plantar Fasciitis,Bruise,1
Plantar Fasciitis,Athlete's Foot,6
Plantar Fasciitis,Pain Relief,1
Plantar Fasciitis,Chest,6
Plantar Fasciitis,Eyes,1
Plantar Fasciitis,Lice,2
Plantar Fasciitis,Gallstone,6
Plantar Fasciitis,Strep Throat,2
Plantar Fasciitis,Buttocks,1
Plantar Fasciitis,Oral Cancer,3
Plantar Fasciitis,Pacemaker,2
Plantar Fasciitis,Mouth,2
Plantar Fasciitis,Middle Ear,1
Plantar Fasciitis,Arm,5
Plantar Fasciitis,Infertility,1
Plantar Fasciitis,Leg,2
Plantar Fasciitis,Spit,1
Plantar Fasciitis,Restless Leg Syndrome,2
Plantar Fasciitis,Ears,1
Plantar Fasciitis,Ammonia,1
Plantar Fasciitis,Tonsil,2
Plantar Fasciitis,Acupuncture,2
Plantar Fasciitis,Brain Tumor,1
Plantar Fasciitis,Colitis,1
Plantar Fasciitis,Proton Pump Inhibitor,1
Plantar Fasciitis,Hydrocodone,6
Plantar Fasciitis,Esophagus,2
Plantar Fasciitis,Testosterone,1
Plantar Fasciitis,Toddler,1
Plantar Fasciitis,Weakness,2
Plantar Fasciitis,Fatigue,2
Plantar Fasciitis,Stent,1
Plantar Fasciitis,Blister,1
Plantar Fasciitis,Genital Herpes,1
Plantar Fasciitis,Nose,1
Plantar Fasciitis,Lymphedema,4
Plantar Fasciitis,Heel,6
Plantar Fasciitis,Sperm,1
Plantar Fasciitis,Angina,6
Plantar Fasciitis,Tension Headache,1
Sore,Reaction,1
Sore,Nail Fungus,4
Sore,Mucus,3
Sore,Sinus Infection,2
Sore,Choking,1
Sore,Plantar Wart,1
Sore,Polyp,1
Sore,Depression,1
Sore,Exercise,1
Sore,Itch,6
Sore,Torso,1
Sore,Aging,6
Sore,Low Self-Esteem,2
Sore,Metabolism,1
Sore,Healing,12
Sore,Chigger,1
Sore,Skin Tag,3
Sore,Soy,6
Sore,Drainage,1
Sore,Vision,1
Sore,Dementia,1
Sore,Serotonin,1
Sore,Pulmonary Embolism,1
Sore,Anxiety,6
Sore,Spina Bifida,2
Sore,Insomnia,1
Sore,Spinal Stenosis,1
Sore,Chronic Obstructive Pulmonary Disease,1
Sore,Vitamin K,1
Sore,Vaginal Discharge,1
Sore,Hormone,1
Sore,Bipolar Disorder,1
Sore,Cuts,1
Sore,Weight Gain,2
Sore,Waist,1
Sore,Panic Attack,1
Sore,Sexual Intercourse,1
Sore,Scabies,1
Sore,Croup,2
Sore,Thyroid,1
Sore,Self-Exam,1
Sore,Carotid Artery,2
Sore,Rehabilitation,1
Sore,Sexual Problem,1
Sore,Systemic,1
Sore,Hypothyroidism,1
Sore,Virus,1
Sore,Scleroderma,1
Sore,Toothache,1
Sore,Thigh,2
Sore,Scar,1
Sore,Brain Tumor,1
Sore,Erectile Dysfunction,1
Sore,Insurance,1
Sore,Freckle,2
Sore,Ringworm,1
Sore,Tick,4
Sore,Lymphedema,2
Sore,Brain,1
Sore,Tension Headache,1
Dessert,Pulse,1
Dessert,Cereal,1
Dessert,Nutrition,2
Dessert,Soup,1
Dessert,Vegetable,1
Dessert,Oatmeal,1
Dessert,Meal,3
Dessert,Squash,3
Dessert,Fitness,4
Dessert,Protein,1
Dessert,Sunscreen,2
Dessert,Herb,2
Dessert,Salmon,1
Dessert,Restless Legs Syndrome,3
Dessert,Eyes,2
Dessert,Hives,1
Dessert,Salad,2
Dessert,Potato,1
Dessert,Wine,3
Dessert,Walnut,1
Dessert,Grapefruit,1
Dessert,Coffee,3
Dessert,Carbohydrate,1
Dessert,Creatinine,1
Dessert,Fast Food,1
Dessert,Arthritis,1
Dessert,Running,2
Dessert,High Blood Pressure,2
Dental,Hair Loss,1
Dental,Wrinkle,1
Dental,Benzoyl Peroxide,1
Dental,Skin,1
Dental,Stomach Cancer,2
Dental,Breast,1
Dental,Baby,6
Dental,Staph Infection,1
Dental,Impetigo,1
Dental,Ear Infection,1
Dental,Iron,6
Dental,Cavity,6
Dental,Shaving,3
Dental,Itch,1
Dental,Adult Acne,1
Dental,Uterus,1
Dental,Tongue,2
Dental,Shingles,1
Dental,Aging,1
Dental,Stress Incontinence,5
Dental,Thermometer,1
Dental,Healing,1
Dental,Skin Tag,1
Dental,Vision,1
Dental,Polycystic Ovarian Syndrome,1
Dental,Manic Depressive,1
Dental,Spinal Stenosis,1
Dental,Keratosis Pilaris,1
Dental,Sexually Transmitted Disease,2
Dental,Pink Eye,1
Dental,Travel,1
Dental,Mayonnaise,1
Dental,Infection,1
Dental,Colonoscopy,1
Dental,Glaucoma,1
Dental,Plastic Surgery,5
Dental,Forearm,1
Dental,Lump,1
Dental,Diabetic Neuropathy,6
Dental,Hair,2
Dental,Eyes,1
Dental,Wrist,1
Dental,Second Degree Burn,1
Dental,Ulcerative Colitis,3
Dental,Thyroid,1
Dental,Self-Exam,1
Dental,Vitiligo,1
Dental,Mouth,9
Dental,Exposure,1
Dental,Middle Ear,1
Dental,Ice Cream,2
Dental,Systemic,1
Dental,Fear,3
Dental,Arm,1
Dental,Dry Skin,1
Dental,Leg,1
Dental,General Anesthesia,1
Dental,Toothache,9
Dental,Ears,1
Dental,Nerve,6
Dental,Hand,2
Dental,Breast Self Exam,1
Dental,Smoking,6
Dental,Molar,8
Dental,Hepatitis,2
Dental,Surgery,5
Dental,Freckle,3
Dental,Scalp,1
Dental,Ringworm,2
Dental,Toddler,1
Dental,Blister,5
Dental,Tooth,19
Dental,Nose,2
Dental,Actinic Keratosis,1
Dental,Callus,1
Bladder,Birth,6
Bladder,Hair Loss,1
Bladder,Ehlers-Danlos Syndrome,1
Bladder,Swelling,2
Bladder,Cervix,1
Bladder,Choking,1
Bladder,Blood Clot,5
Bladder,Vagina,2
Bladder,Hip Pain,4
Bladder,Bursitis,2
Bladder,Overactive Bladder,6
Bladder,Endometriosis,1
Bladder,Childhood Obesity,1
Bladder,Staph Infection,6
Bladder,Melasma,1
Bladder,Chlamydia,1
Bladder,Adult Acne,1
Bladder,Cyst,3
Bladder,Colon Cancer,1
Bladder,Pancreas,2
Bladder,Vein,3
Bladder,Calf,4
Bladder,Sexual Dysfunction,1
Bladder,Blood Sugar,2
Bladder,Skin Tag,1
Bladder,Irritable Bowel Syndrome,1
Bladder,Scoliosis,3
Bladder,Femur,6
Bladder,Dementia,1
Bladder,Retrograde Ejaculation,6
Bladder,Fracture,2
Bladder,Pinched Nerve,1
Bladder,Heart Disease,3
Bladder,Blood Test,7
Bladder,Polycystic Ovarian Syndrome,1
Bladder,First Aid,1
Bladder,Pulmonary Embolism,3
Bladder,Manic Depressive,3
Bladder,Bioidentical Hormone,2
Bladder,Cancer,2
Bladder,Dopamine,1
Bladder,Prostate Cancer,1
Bladder,Stretch Mark,1
Bladder,Spinal Stenosis,5
Bladder,Kidney Stone,7
Bladder,Vitamin K,2
Bladder,Orgasm,6
Bladder,Urinary Incontinence,6
Bladder,Incontinence,1
Bladder,Legg-Calve-Perthes Disease,4
Bladder,Vaginal Discharge,1
Bladder,Hormone,1
Bladder,Pain,1
Bladder,Low Blood Pressure,2
Bladder,Penis,2
Bladder,Catheter,12
Bladder,Irregularity,1
Bladder,Ejaculation,12
Bladder,Asthma,2
Bladder,Diabetic Neuropathy,5
Bladder,Nebulization,1
Bladder,Lymph Node,1
Bladder,Deep Vein Thrombosis,2
Bladder,Sexual Intercourse,1
Bladder,Croup,1
Bladder,Pelvis,2
Bladder,Obesity,1
Bladder,Vitiligo,2
Bladder,Sexual Problem,1
Bladder,Hypothyroidism,2
Bladder,Peanut Butter,1
Bladder,Osteoporosis,2
Bladder,Kidney Failure,1
Bladder,Smell,6
Bladder,Hysterectomy,5
Bladder,Leg,2
Bladder,Premature Ejaculation,8
Bladder,Type 1 Diabetes,5
Bladder,Hypertrophic Cardiomyopathy,2
Bladder,Scleroderma,1
Bladder,Restless Leg Syndrome,2
Bladder,Insulin,2
Bladder,Ovary,2
Bladder,Nerve,1
Bladder,Thigh,1
Bladder,Blood Pressure,2
Bladder,Kidney,6
Bladder,Urinary Tract Infection,12
Bladder,Premature Menopause,4
Bladder,Big Toe,2
Bladder,Brain Tumor,1
Bladder,Pneumonia,1
Bladder,Surgery,1
Bladder,Sleep Apnea,1
Bladder,Testosterone,1
Bladder,Adrenal Gland,3
Bladder,Cirrhosis,1
Bladder,Anemia,1
Bladder,Estrogen,1
Bladder,Brain,1
Bladder,Angina,1
Bladder,High Blood Pressure,2
Heart Murmur,Aloe,1
Heart Murmur,Pulse,6
Heart Murmur,Autoimmune Hepatitis,3
Heart Murmur,Vagina,1
Heart Murmur,Echocardiogram,6
Heart Murmur,Overactive Bladder,1
Heart Murmur,Endometriosis,1
Heart Murmur,Ganglion Cyst,1
Heart Murmur,NASH,4
Heart Murmur,Atherosclerosis,6
Heart Murmur,Osteoarthritis,1
Heart Murmur,Uterus,1
Heart Murmur,Cyst,3
Heart Murmur,Colon Cancer,1
Heart Murmur,Pancreatitis,1
Heart Murmur,Pancreas,1
Heart Murmur,Beta Blocker,6
Heart Murmur,Heart Disease,6
Heart Murmur,Polycystic Ovarian Syndrome,5
Heart Murmur,Congestive Heart Failure,6
Heart Murmur,Pulmonary Embolism,1
Heart Murmur,Anxiety,2
Heart Murmur,Cancer,2
Heart Murmur,Fatty Liver Disease,3
Heart Murmur,Dry Mouth,1
Heart Murmur,Kidney Stone,1
Heart Murmur,Vitamin K,6
Heart Murmur,Urinary Incontinence,1
Heart Murmur,Incontinence,1
Heart Murmur,Vaginal Discharge,1
Heart Murmur,Stroke,4
Heart Murmur,ANA Test,1
Heart Murmur,NAFLD,4
Heart Murmur,Lump,1
Heart Murmur,Asthma,1
Heart Murmur,Nebulization,1
Heart Murmur,Chest,2
Heart Murmur,Rheumatoid Arthritis,1
Heart Murmur,Parkinson's Disease,1
Heart Murmur,Hepatitis C,1
Heart Murmur,Panic Attack,4
Heart Murmur,Pelvis,2
Heart Murmur,Thyroid,1
Heart Murmur,Ovarian Cancer,1
Heart Murmur,Carotid Artery,5
Heart Murmur,Pacemaker,6
Heart Murmur,Type 2 Diabetes,1
Heart Murmur,Heart,6
Heart Murmur,Hypothyroidism,1
Heart Murmur,Kidney Failure,3
Heart Murmur,Hysterectomy,2
Heart Murmur,Infertility,1
Heart Murmur,Genetic Testing,1
Heart Murmur,Ovary,2
Heart Murmur,Kidney,1
Heart Murmur,Shellfish,1
Heart Murmur,Premature Menopause,3
Heart Murmur,Brain Tumor,1
Heart Murmur,Pneumonia,1
Heart Murmur,Surgery,2
Heart Murmur,Sleep Apnea,6
Heart Murmur,Biopsy,1
Heart Murmur,Cirrhosis,3
Heart Murmur,Stent,1
Heart Murmur,Anemia,1
Heart Murmur,Colon,1
Heart Murmur,Angina,1
Heart Murmur,Heart Attack,6
Migraine,Vomit,4
Migraine,Reaction,2
Migraine,Sleep Disorder,6
Migraine,Stomach Cancer,3
Migraine,Lubricants,1
Migraine,Oxycodone,2
Migraine,Baby,6
Migraine,Nutrition,2
Migraine,Torticollis,2
Migraine,Over The Counter,3
Migraine,Depression,1
Migraine,Iron,4
Migraine,Chlamydia,1
Migraine,Lightheadedness,3
Migraine,Castor Oil,4
Migraine,Neck,2
Migraine,Wart,2
Migraine,Traveler's Diarrhea,4
Migraine,Emergency Room,3
Migraine,Allergic Reaction,2
Migraine,Tryptophan,2
Migraine,Irritable Bowel Syndrome,4
Migraine,Nausea,4
Migraine,Fibromyalgia,2
Migraine,Vision,6
Migraine,Ulcer,4
Migraine,Back Pain,2
Migraine,Serotonin,1
Migraine,First Aid,3
Migraine,Numbness,10
Migraine,Fitness,2
Migraine,Anaphylaxis,2
Migraine,Spasm,2
Migraine,Nsaid,3
Migraine,Insomnia,8
Migraine,Bee Sting,2
Migraine,Diarrhea,4
Migraine,Pain,2
Migraine,Forearm,2
Migraine,Taste,3
Migraine,Motion Sickness,1
Migraine,Cold,2
Migraine,Chest,2
Migraine,Seizure,3
Migraine,Libido,1
Migraine,Tai Chi,6
Migraine,Memory Loss,1
Migraine,Sexual Intercourse,1
Migraine,Peptic Ulcer,3
Migraine,Hives,4
Migraine,Gallstone,2
Migraine,Obesity,2
Migraine,Middle Ear,2
Migraine,Tea,1
Migraine,Insect Sting,2
Migraine,Peanut,1
Migraine,Restless Leg Syndrome,6
Migraine,Stomach,4
Migraine,St. John's Wort,1
Migraine,Sea Sickness,1
Migraine,Acupuncture,2
Migraine,Brain Tumor,6
Migraine,Smoking,3
Migraine,Colitis,3
Migraine,Proton Pump Inhibitor,3
Migraine,Hydrocodone,6
Migraine,Allergy,1
Migraine,Sleep Apnea,6
Migraine,Running,1
Migraine,Addiction,1
Migraine,Angina,2
Migraine,Tension Headache,6
Vomit,Reaction,1
Vomit,Stomach Cancer,6
Vomit,Oxycodone,1
Vomit,Torticollis,2
Vomit,Over The Counter,3
Vomit,Depression,1
Vomit,Iron,6
Vomit,Lightheadedness,3
Vomit,Castor Oil,5
Vomit,Neck,1
Vomit,Traveler's Diarrhea,6
Vomit,Allergic Reaction,1
Vomit,Irritable Bowel Syndrome,5
Vomit,Nausea,8
Vomit,Fibromyalgia,1
Vomit,Ulcer,6
Vomit,Back Pain,1
Vomit,Serotonin,1
Vomit,Numbness,4
Vomit,Cancer,2
Vomit,Anaphylaxis,1
Vomit,Spasm,1
Vomit,Nsaid,6
Vomit,Bee Sting,1
Vomit,Diarrhea,6
Vomit,Pain,1
Vomit,Forearm,1
Vomit,Chest,1
Vomit,Hyperglycemia,1
Vomit,Peptic Ulcer,6
Vomit,Hives,5
Vomit,Gallstone,1
Vomit,Tea,1
Vomit,Insect Sting,1
Vomit,Stomach,6
Vomit,St. John's Wort,1
Vomit,Brain Tumor,4
Vomit,Colitis,6
Vomit,Proton Pump Inhibitor,3
Vomit,Hydrocodone,1
Vomit,Fatigue,2
Vomit,Angina,1
Vomit,Tension Headache,4
Birth,Stomachache,6
Birth,Infant,6
Birth,Swelling,2
Birth,Choking,1
Birth,Vagina,1
Birth,Crying,1
Birth,Hip Pain,4
Birth,Bursitis,2
Birth,Baby,6
Birth,Overactive Bladder,6
Birth,Torticollis,1
Birth,Childhood Obesity,6
Birth,Ear Infection,6
Birth,Suicide,1
Birth,Hoarseness,6
Birth,Diaper Rash,1
Birth,Cyst,3
Birth,Colon Cancer,1
Birth,Colic,1
Birth,Aging,2
Birth,Vein,1
Birth,Calf,2
Birth,Sexual Dysfunction,1
Birth,Irritable Bowel Syndrome,1
Birth,Scoliosis,3
Birth,Dementia,1
Birth,Fracture,2
Birth,Pinched Nerve,1
Birth,Heart Disease,3
Birth,Amyotrophic Lateral Sclerosis,6
Birth,Polycystic Ovarian Syndrome,1
Birth,First Aid,1
Birth,Diverticulitis,2
Birth,Pulmonary Embolism,1
Birth,Cancer,1
Birth,Dopamine,1
Birth,Spina Bifida,14
Birth,Spinal Stenosis,3
Birth,Kidney Stone,1
Birth,HIV Test,1
Birth,Vitamin K,1
Birth,Runny Nose,6
Birth,Autism,6
Birth,Urinary Incontinence,6
Birth,Incontinence,1
Birth,Legg-Calve-Perthes Disease,2
Birth,Vaginal Discharge,1
Birth,ANA Test,1
Birth,Pain,1
Birth,Catheter,6
Birth,Coldness,6
Birth,Irregularity,2
Birth,Ejaculation,6
Birth,Asthma,2
Birth,Diabetic Neuropathy,1
Birth,Nebulization,1
Birth,Fever,6
Birth,Deep Vein Thrombosis,1
Birth,Gallstone,2
Birth,Croup,1
Birth,Pelvis,2
Birth,Parenting,6
Birth,Honey,2
Birth,Hypothyroidism,2
Birth,Osteoporosis,2
Birth,Kidney Failure,1
Birth,Hysterectomy,1
Birth,Leg,1
Birth,Scleroderma,1
Birth,Ovary,1
Birth,Ears,6
Birth,Nerve,1
Birth,Belch,1
Birth,Pregnancy,1
Birth,Kidney,6
Birth,Nasal Spray,6
Birth,Urinary Tract Infection,6
Birth,Premature Menopause,1
Birth,Brain Tumor,1
Birth,Pneumonia,1
Birth,Surgery,1
Birth,Lithium,1
Birth,Adrenal Gland,2
Birth,Toddler,6
Birth,Cirrhosis,1
Birth,Anemia,1
Birth,Brain,1
Birth,Angina,1
Herpes,Ehlers-Danlos Syndrome,1
Herpes,Autoimmune Hepatitis,1
Herpes,Benzoyl Peroxide,1
Herpes,Sinus Infection,4
Herpes,Cervix,1
Herpes,Vagina,1
Herpes,Hip Pain,1
Herpes,Birth Control Pill,1
Herpes,Polyp,2
Herpes,Endometriosis,2
Herpes,Staph Infection,2
Herpes,NASH,1
Herpes,Ear Infection,2
Herpes,Forehead,2
Herpes,Chlamydia,2
Herpes,Osteoarthritis,1
Herpes,Adult Acne,1
Herpes,Wart,1
Herpes,Torso,6
Herpes,Shingles,5
Herpes,Human Papillomavirus,1
Herpes,Fibromyalgia,1
Herpes,Drainage,2
Herpes,Femur,1
Herpes,Priapism,1
Herpes,Blood Test,2
Herpes,Polycystic Ovarian Syndrome,1
Herpes,Fatty Liver Disease,1
Herpes,Boil,2
Herpes,Dry Mouth,1
Herpes,Chronic Obstructive Pulmonary Disease,1
Herpes,Sexually Transmitted Disease,4
Herpes,Pink Eye,2
Herpes,Bacterial Vaginosis,6
Herpes,Infection,2
Herpes,Penis,1
Herpes,NAFLD,1
Herpes,Coldness,1
Herpes,Irregularity,1
Herpes,Cold,1
Herpes,Fever,5
Herpes,Parkinson's Disease,1
Herpes,Herpes Simplex,6
Herpes,Hepatitis A,2
Herpes,Hepatitis B,1
Herpes,Strep Throat,4
Herpes,Middle Ear,2
Herpes,Peanut Butter,1
Herpes,Yeast Infection,6
Herpes,Acne,1
Herpes,Infertility,1
Herpes,Virus,6
Herpes,Spotting,2
Herpes,Toothache,2
Herpes,Ears,2
Herpes,Kidney,3
Herpes,Urinary Tract Infection,2
Herpes,Erectile Dysfunction,1
Herpes,Flu,2
Herpes,Pneumonia,4
Herpes,Hepatitis,1
Herpes,Scalp,2
Herpes,Cirrhosis,1
Herpes,Coconut Oil,2
Herpes,Genital Herpes,9
Chondromalacia Patella,Tendon,5
Chondromalacia Patella,Pancreas,1
Chondromalacia Patella,Tightness,2
Chondromalacia Patella,Foot,2
Chondromalacia Patella,Erection,1
Chondromalacia Patella,Fracture,2
Chondromalacia Patella,Pinched Nerve,4
Chondromalacia Patella,Impotence,1
Chondromalacia Patella,Priapism,1
Chondromalacia Patella,Foreskin,2
Chondromalacia Patella,Paraphimosis,3
Chondromalacia Patella,Rhinoplasty,6
Chondromalacia Patella,Sprain,4
Chondromalacia Patella,Vaginal Discharge,2
Chondromalacia Patella,Penis,1
Chondromalacia Patella,Pelvic Area,1
Chondromalacia Patella,Ejaculation,3
Chondromalacia Patella,Motion Sickness,3
Chondromalacia Patella,Wrist,3
Chondromalacia Patella,Lymph Node,1
Chondromalacia Patella,Smell,1
Chondromalacia Patella,Knee Pain,1
Chondromalacia Patella,Spit,1
Chondromalacia Patella,Scleroderma,1
Chondromalacia Patella,Ammonia,1
Chondromalacia Patella,Sea Sickness,3
Chondromalacia Patella,Circumcision,2
Chondromalacia Patella,Carpal Tunnel Syndrome,3
Chondromalacia Patella,Balanitis,3
Chondromalacia Patella,Hemorrhoid,3
Reaction,Aloe,2
Reaction,Lyme Disease,2
Reaction,Infant,1
Reaction,Nail Fungus,1
Reaction,Mucus,4
Reaction,Benzoyl Peroxide,1
Reaction,Stomach Cancer,1
Reaction,Sinus Infection,4
Reaction,Birth Control Pill,1
Reaction,Baby,1
Reaction,Torticollis,1
Reaction,Nail,3
Reaction,Over The Counter,1
Reaction,Depression,1
Reaction,Iron,1
Reaction,Diaper Rash,1
Reaction,Itch,1
Reaction,Lightheadedness,1
Reaction,Adult Acne,1
Reaction,Wart,1
Reaction,Shingles,1
Reaction,Traveler's Diarrhea,4
Reaction,Skin Cancer,1
Reaction,Emergency Room,2
Reaction,Calf,1
Reaction,Allergic Reaction,6
Reaction,Human Papillomavirus,1
Reaction,Healing,1
Reaction,Foot,1
Reaction,Skin Tag,4
Reaction,Nausea,1
Reaction,Erection,1
Reaction,Drainage,2
Reaction,Birth Defect,1
Reaction,Tetanus,3
Reaction,Genetic Disorder,2
Reaction,Ulcer,1
Reaction,Serotonin,1
Reaction,Vaccination,8
Reaction,First Aid,3
Reaction,Numbness,2
Reaction,Fertility,3
Reaction,Anaphylaxis,6
Reaction,Nsaid,1
Reaction,Cough,1
Reaction,Food Allergy,3
Reaction,Bee Sting,6
Reaction,Temperature,1
Reaction,Legg-Calve-Perthes Disease,1
Reaction,Diarrhea,4
Reaction,Vaginal Discharge,1
Reaction,Vaccines,7
Reaction,Infection,2
Reaction,Penis,1
Reaction,Coldness,2
Reaction,Cold,2
Reaction,Athlete's Foot,1
Reaction,Seizure,4
Reaction,Immune System,6
Reaction,Fever,1
Reaction,Memory Loss,4
Reaction,Hepatitis B,1
Reaction,Peptic Ulcer,1
Reaction,Hives,1
Reaction,Gallstone,5
Reaction,Croup,1
Reaction,Chickenpox,6
Reaction,Aspirin,5
Reaction,Injection,6
Reaction,Lice Infestation,2
Reaction,Middle Ear,2
Reaction,Tea,1
Reaction,Insect Sting,6
Reaction,Poison Oak,1
Reaction,Honey,1
Reaction,Peanut Butter,7
Reaction,Peanut,10
Reaction,Acne,1
Reaction,Genetic Testing,2
Reaction,Virus,1
Reaction,Stomach,1
Reaction,Toothache,1
Reaction,Ears,1
Reaction,Scar,6
Reaction,St. John's Wort,1
Reaction,Shellfish,3
Reaction,methicillin resistant staphylococcus aureus,3
Reaction,Brain Tumor,2
Reaction,Smoking,2
Reaction,Flu,6
Reaction,Hepatitis,1
Reaction,Omega-3,1
Reaction,Proton Pump Inhibitor,1
Reaction,Hydrocodone,1
Reaction,Allergy,4
Reaction,Ringworm,1
Reaction,Hemorrhoid,2
Reaction,Throat,3
Reaction,Lymphedema,1
Reaction,Sperm,3
Reaction,Angina,1
Reaction,Tension Headache,1
Tendon,Swelling,3
Tendon,Choking,1
Tendon,Hip Pain,6
Tendon,Anterior Cruciate Ligament Injury,4
Tendon,Bursitis,2
Tendon,Steroid,3
Tendon,Ankle,6
Tendon,Osteoarthritis,3
Tendon,Colon Cancer,1
Tendon,Pancreas,1
Tendon,Tightness,5
Tendon,Calf,4
Tendon,Foot,1
Tendon,Irritable Bowel Syndrome,2
Tendon,Scoliosis,1
Tendon,Radial Keratotomy,1
